,Doctor,Review,5 
332,Stephen J. Snyder| MD,�I had a large full thickness tear in my rotator cuff. Dr Snyder repaired it using a skin graft. I am very thankful for this procedure and am doing Physical Therapy at the present time.�,5
333,Paul M. Simic| MD,�I love all the doctors at SCOI as they has help my husband with several issue in his back. However| Dr. Simic is an awesome doctor for helping me with my hands. I am a guitar player and work on the computer and have had several issues with my fingers and hands. Dr. Simic is extremely kind| professional and has the skills of a top notch doctor| which is the only kind of doctor you want! Any orthopedic problems I have| it's a phone call to SCOI!�,5
334,Stephen J. Snyder| MD,�During recovery from a rotator cuff repair| not performed by SCOI| I began experiencing significant pain and loss of muscle strength. The doctor who had performed the surgery was not receptive to my concerns that I was regressing rather than progressing during recovery. My family doctor and I concluded that a second opinion would be worthwhile| and I decided to seek two different opinions. The first doctor I saw suggested that my original surgery didn't work and needed to be redone. My daughter who is a physical therapist| had a patient who had a shoulder surgery done by Dr. Snyder at SCOI| and she recommended that I talk with him. I met with Dr. Snyder| and after reviewing my records| examining| and talking with me| identified what he thought the problem was. He clearly laid out the options that were available| thoroughly explaining each one| and then very clearly left the option selection entirely up to me. I elected to have a second surgery on my shoulder| this time reattaching a bicep tendon. Dr. Snyder performed the surgery after telling me that he would go in| look at the previous surgery and my shoulder in its entirety| and if there was not a torn bicep tendon| or other significant problem| that he would close me up and send me on my way| not performing any unnecessary surgery. Following the surgery| Dr. Snyder presented me with a CD that contained the video and his narrative of the surgery. The problem was as he suspected as the previous surgery had healed properly| and with the repair Dr. Snyder performed| my shoulder has been doing very well. I have been able to return to all of my normal activities. The care I received was great! -- Bob H.�,5
335,Mark H. Getelman| MD,�I have had the best treatment experience at SCOI| regarding my left knee treatment. The staff took the time to explain everything regarding my operation to the final release after treatment. One individual from Dr. Getelmen�s staff| Stacey was the most wonderful person to treat me and to get results from the insurance company| who rejected treatments. She went above and beyond to make sure I got all the treatments that I needed.�,5
336,Kamil Erfanian| MD,�From the first appointment onward| I found the doctors and staff at Southern California Orthopedic Institute in Bakersfield to be extremely professional and helpful. I suffered a tear in the cartilage| stretched some tendons in my left hand| and had surgery by Dr. Erfanian. I felt at ease and comfortable throughout the entire pre-op and post-op experience and received excellent care from all of my nurses| techs| and doctors. Their experience and care were instrumental in my healing. At 13 weeks post-op| I have regained full range of motion in my hand| with only minimal pain during some movements. I would highly recommend both Dr. Erfanian and SCOI to anyone looking for the best in orthopedic care. Thank you SCOI!�,1
337,Kamil Erfanian| MD,�I had carpel tunnel| trigger finger| and numbness in my hand. The surgery went very well| and I have no problems using my hand. The nurses were very pleasant| and checked on me often to make sure I was doing okay. I would recommend Dr. Erfanian to anyone needing hand surgery.�,5
338,John L. Etcheverry| DPM,�I had blunt force trauma to my left ankle from a skim boarding accident. I was unable to perform physical activity without swelling or numbness. My ankle never healed| and after 8 months| I decided to go to SCOI. After my surgery and physical therapy| I'm now able to do the things I love like swimming and kickboxing. Thanks guys!�,5
339,Jaime D. Hernandez| MD,�I walked around for nine months| being misdiagnosed| from one Doctor to another| until I went to Dr. Hernandez. He showed me my X-ray which showed that my hip was bone on bone. I scheduled surgery to have hip replacement| in November. It was a total success. I now walk limp free| no pain or discomfort of any type. The procedure he used was called anterior which was much quicker to recover. I am so grateful to Dr. Hernandez and his PA Mr. Montoya| plus the whole team. All were very professional and caring. I feel like I got my life back and can do all the things I used to do. - Dawn P.�,5
340,Christopher D. Hamilton| MD,�Since it was my first major injury at age 20| my experience was life changing. I'm a soccer player from Texas| which was recruited to Taft College to play on the soccer team. Unfortunately| I suffered a knee injury that caused me to undergo ACL reconstruction surgery| which caused me to be off the field for six months. Sadly| I went back to the doctor with the news that I tore the ACL allograph. The new procedure was a patella tendon graph for my second ACL reconstruction surgery. Right now| I'm currently training with the Taft soccer team. I want to thanks Dr. Christopher Hamilton and all of the staff from Southern California Orthopedic Institute for the tremendous capacity and professionalism with orthopedics. Thank you for making it possible for me to go back and enjoy the beautiful game of soccer.�,5
341,Todd Shapiro| MD,�Tripped and fell| again! Broke my shoulder and required a full shoulder replacement. Did I mention I'm 65? SCOI in Bakersfield handled everything. All I had to do was show up. Since this was a workers� comp situation| their expertise and attention to detail certainly put my mind at ease.�,5
342,Jaime D. Hernandez| MD,�Dr. Hernandez is amazing! I had a total hip replacement on my right side. He was very thorough when I met with him for the pre-op appointment to ensure that the correct size stem was used based on the size of my bones. He had encouraging words about what I'd be able to do after my surgery. In fact| his words repeated in my mind with any activity I engaged in after surgery. My surgery was performed at Northridge Hospital Medical Center. I received clear instructions on preparing for the day of surgery. After surgery| the hospital staff was fabulous as I was in recovery. I recommend Dr. Hernandez to anyone who needs a hip replacement.�,5
343,Stephen J. Snyder| MD,�It is a year since my shoulder surgery and I want to thank Dr. Snyder for his expertise as a surgeon and his exceptionally warm and caring manner. From my first appointment with him through the surgery and the post surgical appointments he has been kind| compassionate| and everything I could wish for in a doctor! I am pleased to tell him hat the surgery was a great success and I have been able to realize my goal of returning to swimming with the crawl stroke| something that I was unable to do for years before the operation. I first met him when in I was visiting Los Angeles from Montreal| Canada. I had got to know physiotherapist| Vince N.| when he was treating a member of my family and when I told him about my shoulder pain he recommended that I make an appointment to see Dr. Snyder. I am grateful to Vince for his advice| and also for the therapy that I subsequently had with him. I had returned to Montreal where I had physical therapy both in local private and public systems| but I felt that I had plateaued and was feeling discouraged when I returned to LA for a month during the summer. Vince worked with me doing therapy in the pool| and I made great progress. His technique is remarkable and I attribute the final stages of my recovery to his expert care. Finally| I want to thank Dr. Snyder's nurse Maria for always being helpful and patient when I called with questions and concerns. I cannot overemphasize what a special experience it was to have my surgery under Dr. Snyder's care. His professionalism| kindness| and patience inspire confidence| and make a difficult experience as easy as possible. At every step of the process he were reassuring and I never felt hurried or intimidated in his presence. Thank you Dr. Snyder. You are truly an excellent doctor and a very special person.�,1
344,John L. Etcheverry| DPM,�I had blunt force trauma to my left ankle from a skim boarding accident. I was unable to perform physical activity without swelling or numbness. My ankle never healed| and after 8 months| I decided to go to SCOI. After my surgery and physical therapy| I'm now able to do the things I love like swimming and kickboxing. Thanks guys!�,5
345,Jaime D. Hernandez| MD,�I walked around for nine months| being misdiagnosed| from one Doctor to another| until I went to Dr. Hernandez. He showed me my X-ray which showed that my hip was bone on bone. I scheduled surgery to have hip replacement| in November. It was a total success. I now walk limp free| no pain or discomfort of any type. The procedure he used was called anterior which was much quicker to recover. I am so grateful to Dr. Hernandez and his PA Mr. Montoya| plus the whole team. All were very professional and caring. I feel like I got my life back and can do all the things I used to do. - Dawn P.�,5
346,Christopher D. Hamilton| MD,�Since it was my first major injury at age 20| my experience was life changing. I'm a soccer player from Texas| which was recruited to Taft College to play on the soccer team. Unfortunately| I suffered a knee injury that caused me to undergo ACL reconstruction surgery| which caused me to be off the field for six months. Sadly| I went back to the doctor with the news that I tore the ACL allograph. The new procedure was a patella tendon graph for my second ACL reconstruction surgery. Right now| I'm currently training with the Taft soccer team. I want to thanks Dr. Christopher Hamilton and all of the staff from Southern California Orthopedic Institute for the tremendous capacity and professionalism with orthopedics. Thank you for making it possible for me to go back and enjoy the beautiful game of soccer.�,5
347,Todd Shapiro| MD,�Tripped and fell| again! Broke my shoulder and required a full shoulder replacement. Did I mention I'm 65? SCOI in Bakersfield handled everything. All I had to do was show up. Since this was a workers� comp situation| their expertise and attention to detail certainly put my mind at ease.�,5
348,Jaime D. Hernandez| MD,�Dr. Hernandez is amazing! I had a total hip replacement on my right side. He was very thorough when I met with him for the pre-op appointment to ensure that the correct size stem was used based on the size of my bones. He had encouraging words about what I'd be able to do after my surgery. In fact| his words repeated in my mind with any activity I engaged in after surgery. My surgery was performed at Northridge Hospital Medical Center. I received clear instructions on preparing for the day of surgery. After surgery| the hospital staff was fabulous as I was in recovery. I recommend Dr. Hernandez to anyone who needs a hip replacement.�,5
349,Mark L. Schamblin| MD,�From the very start| my experience with your staff - pre-op and post-op has been a very pleasant and professional relationship. I was fearful of additional pain to my shoulder| but my fears were quickly diminished by open communication with all that were involved in my corrective/repair surgery. My surgeon was open with me and his staff followed my progress after to assure that I was pain free and that my rehabilitation was scheduled properly and appropriately. I've had both shoulders done almost twenty years ago and was expecting the same painful treatment I recieved then| to my surprise this experience was totally different. This surgery center will always be recommended to my close friends and family members.�,5
350,Mark H. Getelman| MD,�I had a great experience at SCOI| Dr Getelman is very good & thorough| also loved Stacey Gerbrandt. All my appointments went smoothly| & my surgery went well| loved all the surgery staff including the anesthesiologist. Physical Therapy was tough| but my therapist Judy was great! I would definitely recommend SCOI to my family & friends.�,5
351,Carlos A. Guanche| MD,�I am so excited that I might still be able to go fishing once again. At the age of 61 I had my first of 4 surgery's and special injections to repair my right shoulder| and nothing has worked. I am scheduled for right shoulder reverse surgery on February 12| 2015. Since 2010| I have not been able to lift my right shoulder without pain| and my range of motion has been very restricted. This surgery is my last hope to go back to what I love the most| fishing in the Pacific Ocean for BIG fish.�,5
352,Jonathan S. Jaivin| MD| FACS,�I received a bunionectomy| or so I thought| from another Doctor at a different Medical Group. After 9 months of my foot not being right| not being able to wear closed shoes without pain| and| one excuse after another from my prior Doctor| I made an appointment with Dr. Jaivin. BEST thing I could have done for myself. Dr. Jaivin performed a bunionectomy and my entire post healing process was completely different than the first time| I HEALED this time. I was back to walking in closed shoes within 8 weeks of surgery and the incision is perfect with no bumps or knots| it is totally FLAT and free of pain. I recommend Dr. Jaivin to anyone who is looking to feel better and get back to doing what they enjoy - living life!�,5
353,Todd J. Molnar| MD,�Dr. Molnar is a fantastic doctor. I had a long and protracted problem with my neck and upper back and he was extremely thorough in diagnosing the problem and getting me on the right path to healing. As a result| I am feeling very good and I have gained insight and knowledge around the problem I have been experiencing. I highly recommend him!!�,5
354,Mark L. Schamblin| MD,�From the very start| my experience with your staff - pre-op and post-op has been a very pleasant and professional relationship. I was fearful of additional pain to my shoulder| but my fears were quickly diminished by open communication with all that were involved in my corrective/repair surgery. My surgeon was open with me and his staff followed my progress after to assure that I was pain free and that my rehabilitation was scheduled properly and appropriately. I've had both shoulders done almost twenty years ago and was expecting the same painful treatment I recieved then| to my surprise this experience was totally different. This surgery center will always be recommended to my close friends and family members.�,5
355,Mark H. Getelman| MD,�I had a great experience at SCOI| Dr Getelman is very good & thorough| also loved Stacey Gerbrandt. All my appointments went smoothly| & my surgery went well| loved all the surgery staff including the anesthesiologist. Physical Therapy was tough| but my therapist Judy was great! I would definitely recommend SCOI to my family & friends.�,1
356,Carlos A. Guanche| MD,�I am so excited that I might still be able to go fishing once again. At the age of 61 I had my first of 4 surgery's and special injections to repair my right shoulder| and nothing has worked. I am scheduled for right shoulder reverse surgery on February 12| 2015. Since 2010| I have not been able to lift my right shoulder without pain| and my range of motion has been very restricted. This surgery is my last hope to go back to what I love the most| fishing in the Pacific Ocean for BIG fish.�,5
357,Michael S. Bahk| MD,�I went to see Dr. Bahk with extreme knee pain. I had previously had miniscus surgery with another surgeon one year before. I never felt that my first surgery was successful as I was in constant pain. Dr. Bahk is an amazing Orthopedic Surgeon! I can not thank him enough for giving me full use of my knee again! While Dr. Bahk did my surgery he video taped it and talked to me like I was awake and explained everything he was doing. He continued to say my name during the entire procedure. When I got home and was able to watch the procedure| it felt like Dr. Bahk was in the room with me| explaining everything! Dr. Bahk made me feel so comfortable before| during and after my surgery! Thank you Dr. Bahk for your personal touch!!�,5
358,Ronald P. Karzel| MD,�So I am a cement/concrete finisher and use my hands| arms| and knees on a daily basis. I have been suffering from shoulder pain for months. I have trouble doing my job and living a normal life pain free. So I was referred to SCOI and ended up choosing Dr. Karzel and my experience from day one with him and SCOI's staff have been excellent. I just had my surgery 3 days ago and even though I'm in pain recovering as I type this message| it is well worth it to me. I strongly recommend him and everyone I have came across through physical therapy to Dr. Appt's have spoken highly of him. I know and am sure I will recover and be back to normal soon. Staff in the Van Nuys office were outstanding| from the anesthesiologist to the Dr. doing the nerve block procedure made me feel really comfortable and not worried at all. The nurse Jennifer H. and OR nurse Kindra were really nice and professional. Thank you all. - Jimmy M.�,1
359,Ronald P. Karzel| MD,�I can't tell you enough how wonderful everyone is. I was treated kindly and carefully. Because my husband and I had boys that played football in the Santa Clarita Valley| Dr. Karzel was the go to ortho guy. We have known him for years. He did shoulder surgery on my husband in 1993. It was very hard for him because he got full surgery. I just had the orthoscopic surgery. My husband is very jealous because after 3 weeks| I can pull up my pants on my own (anyone who has had this surgery knows what an accomplishment that is). I absolutely love Healthloop. I hope the person that did that program gets lots and lots of money. It's really nice to get answers to questions almost immediately. I don't think| given the choice| that I would go to any other ortho place. I am constantly telling people to go to SCOI.�,5
360,Jaime D. Hernandez| MD,�Extremely pleased with Dr Hernandez in all phases of care. Provided detailed information and answered all questions prior to surgery. Surgery went as planned and as I was prepared for. Post op has been exactly as I was told it would be and I am very happy with the outcome. � Rich M. �,5
361,Jaime D. Hernandez| MD,�After researching SCOI| I found them to be on the cutting edge for this type of surgery. I also chose Jaime Hernandez| M.D. for the method he uses to line up the knee replacement with his computerized system to get the replacement in the perfect spot. I have had my other knee replaced 14 years ago & had it done by Dr. Khrazzi at Kerlon Jobe & the knee has been great| but this doctor no longer does knee replacements. I was also referred to SCOI by my nurse practioner| Stephanie Wade. I know the importance of getting the knee replacement done correctly or you can have no success. I have seen so many people with botched knee replacements. I was amazed at 71 years old how fast I progressed with my recovery. My P.T. therapy instructor said I should be the poster child for SCOI & Dr. Hernandez| as he had never seen anyone recover so fast with such success. Dr. Hernandez even told me his other patients that were in same time frame as me were all complaining of not being able to sleep| in pain etc. I went off pain meds after the 2nd week of surgery. I attribute my success to Dr. Hernandez' technique with the computerized system in lining up the knee to my success. I am very grateful I found SCOI. - Shirley D.�,5
362,Jaime D. Hernandez| MD,�I broke the neck of my femur. Dr. Hernandez saw me right before the operation and was very calming and encouraging. He explained exactly what he was going to do and what I could expect. He told me I had the best break possible and could expect a rapid recovery. I felt reassured and positive. I have a small scar and my recovery has gone very well. Dr. Hernandez is a great surgeon!�,5
363,Mark H. Getelman| MD,�First| I had a partially torn rotator cuff a couple years back| and Dr. Getelman prescribed exercises and injections that got me back to playing tennis in good time without any surgery. This time| I blew out my knee from overuse and kneeling too much. No tears fortunately. Mostly arthritis. Stacey drained it and Dr. Getelman prescribed 4 weeks of PT and 4 hyaluronic acid injections. Jessica in PT was great. By the end| I was about 95% back to normal. The injections helped and I'm back to playing tennis; although| I can't sprint like I used to. Hopefully| this will get better in time. Dr. Jaivin saw me for a bulge in my foot| but MRI's didn't show anything untoward. After applying the Rx ointment| the swelling has pretty much died down. Great facility. Great staff.�,5
364,Jonathan S. Jaivin| MD| FACS,�Great doctor. Took time to walk through everything. Would see him again if needed.�,5
365,Mark H. Getelman| MD,�I have had shoulder pain for the past 2-1/2 years. I degraded my shoulder through 30 to 40 years of heavy weightlifting| and was finally able to really hurt myself to the point where I could not do upper body weight training any longer. And soon after| I suffered a couple of bad mountain bike crashes that did further damage to the same shoulder. After a couple of MRI's and two meetings with a local surgeon in San Luis Obispo| I became quite frustrated because he would only subscribe PT for a problem that I was certain would not go away through PT. During my second visit to see my local surgeon| he didn't even look at the second MRI| which was very disconcerting. And our meeting lasted only about 10 minutes. Following my second doctors appointment| SCOI was recommended to me by a close friend who had corrective surgery done by one of your staff doctors. After contacting SCOI and setting up an appointment to see Dr. Getelman| I was immediately struck by how professional he and his staff were| and how closely they looked into my shoulder MRI and he ordered an additional battery of x-rays that took 2 or 3 additional views of the effected shoulder. Dr. Getelman spent quite a bit of time with me to explain in more detail what was going on with my shoulder and gave me the options that were available to me. I elected to go through arthroscopic surgery. And although it has only been about 4 weeks since surgery| I could not be happier with the surgery experience (which is my first surgery) and the post-op attention I am receiving from Dr. Getelman and his staff. I just received the go ahead from Dr. Getelman to begin physical therapy and I only wish I could receive that treatment from SCOI! In addition to wonderful care| I received an in-depth DVD of the actual surgery| which is incredible to watch. I had no idea it required such talent and experience to fix a bum shoulder! Even though it is about a 185 mile drive from my home to the SCOI clinic| it is a drive that is well worth the time and effort| every time that I make it.�,5
366,Carlos A. Guanche| MD,�I have to express my satisfaction with Dr. Guanche. He is a very personable doctor and extremely knowledgeable in his field. I saw Dr. Guanche for my second hip surgery| I had a tear in the ligaments in my right hip. I have a very physically demanding job that requires a lot of lifting and walking. I have not walked pain-free for at least 5 years| I had my surgery June 2015 and since then I feel like a million dollars! The rehab department was excellent and definitely helped me get back to 100%. I just wanted to thank Dr. Guanche| and the entire SCOI staff for getting me put back together. This is my second time having a surgery with SCOI and both times the results have exceeded my expectations! Thank you again for all your help! � Jose T. �,5
367,Jonathan S. Jaivin| MD| FACS,�Back to Dr. Jaivin's today for a check-up on Matthew's foot and cast. The good news| the cast is off and the bad news... well| there is none! Dr. Jaivin said Matthew is doing great. He's excited to play basketball again (starting Monday) and get back to his work at the Oak Creek Corral. Now a word about Dr. Jaivin| an orthopedic foot and ankle specialist at Southern California Orthopedic Institute. This physician is wonderful! Not only is he skilled with regard to his profession| but I really loved the way he interacted with my son. He spoke TO Matthew| showed interest in him| and sought answers to questions from him. He addressed me (mom) only to clarify or obtain information Matthew was not able to give. At the beginning of Matthew's treatment I expressed concern that Matt gets sidelined due to his developmental disabilities and I wanted him (Dr. Jaivin) to know that even though he's not a bazillion dollar money maker in the sports industry| it was important to Matthew and his quality of life to be able to walk and play sports. Dr. Jaivin immediately responded that all of his patients were important and her certainly has proved that to be true. Dr. Jaivin| we really appreciate your kind| attentive| and knowledgeable care! Thank you!�,5
368,Carlos A. Guanche| MD,�It is hard to believe| but I have never had a better experience before and after surgery. My doctor was right on time. Him and his staff made me feel I was in good hands.�,5
369,Jonathan S. Jaivin| MD| FACS,�Dr. Jaivin - and the entire staff at Southern California Orthopedic Institute - has been an amazing help while I have been recovering from a foot fracture. From day one until today - 9 weeks later - I have felt like I am in extremely loving and capable hands. Everyone at SCOI has been very friendly and helpful| and instead of pushing sales of their own equipment| they are realistic in the need for patients to save money. I absolutely adore that they replace the casts every two weeks| allowing for the patients to remain a LOT more comfortable than wearing the same cast for 6-8 weeks straight. I have been through a fractured foot before| during which time I was under the care of a different orthopedist| and the recovery was a lot more torturous than this time around. I truly believe that going to SCOI has made a horrible situation much more manageable. - Lynsey S.�,1
370,Carlos A. Guanche| MD,�Dr. Guanche and his staff are top notch. I have had 3 surgeries with his team (2 proximal hamstring repairs and 1 hip impingement/labral repair). Each experience with Dr. Guanche| his office| and his surgical team was easy and professional. All of my surgeries have exceeded my expectations| and I was up and running in no time. This doctor has an incredible skill for reading MRI's and patient's symptoms and is right on target every time! I have one more surgery scheduled for my second hip impingement| and I know I won't be disappointed with the outcome.�,5
371,Ronald P. Karzel| MD,�So I am a cement/concrete finisher and use my hands| arms| and knees on a daily basis. I have been suffering from shoulder pain for months. I have trouble doing my job and living a normal life pain free. So I was referred to SCOI and ended up choosing Dr. Karzel and my experience from day one with him and SCOI's staff have been excellent. I just had my surgery 3 days ago and even though I'm in pain recovering as I type this message| it is well worth it to me. I strongly recommend him and everyone I have came across through physical therapy to Dr. Appt's have spoken highly of him. I know and am sure I will recover and be back to normal soon. Staff in the Van Nuys office were outstanding| from the anesthesiologist to the Dr. doing the nerve block procedure made me feel really comfortable and not worried at all. The nurse Jennifer H. and OR nurse Kindra were really nice and professional. Thank you all. - Jimmy M.�,5
372,Ronald P. Karzel| MD,�I can't tell you enough how wonderful everyone is. I was treated kindly and carefully. Because my husband and I had boys that played football in the Santa Clarita Valley| Dr. Karzel was the go to ortho guy. We have known him for years. He did shoulder surgery on my husband in 1993. It was very hard for him because he got full surgery. I just had the orthoscopic surgery. My husband is very jealous because after 3 weeks| I can pull up my pants on my own (anyone who has had this surgery knows what an accomplishment that is). I absolutely love Healthloop. I hope the person that did that program gets lots and lots of money. It's really nice to get answers to questions almost immediately. I don't think| given the choice| that I would go to any other ortho place. I am constantly telling people to go to SCOI.�,5
373,Todd J. Molnar| MD,�I just wanted to thank you for your careful thoughtfully done shot. It was clear that you pout in the extra effort to be sure it was administered where it would do the most good. I have a motto Make someone's day| catch them doing something right. I just did. Happy Holidays.�,5
374,David M. Auerbach| MD,�This was a great doctor. He took the case that was started by another surgeon. After removing pins from the elbow| and releasing the requirement for ongoing casting or splints| complete healing occurred without the need for physical therapy. The doctor's assistant| Amy| was responsive| attentive| and able to arrange appointments around very busy schedules. We had a great experience.�,5
375,Mark L. Schamblin| MD,�My name is Laine and I had a double knee replacement done four months apart with Dr. Mark Schamblin late in 2014. Mark and his team (Leslie Lucero and Janelle Gatling) were absolutely fantastic. I have never experienced the personal and professional attention from any other medical facility. From the start| Janelle was on top of every aspect of my surgery and was quick to respond to any and all of my concerns. Leslie has been a fantastic partner in my continued recovery. Mark has continued to follow up on me to check on my progress and performance post surgery. I can't begin to explain my gratitude for this team of caring and professional medical associates. I have referred many friends and family to this group because I sincerely believe they have your best interests at heart. - Laine M.�,5
376,Todd Shapiro| MD,�From my first to the last appointment| the staff at SCOI made me feel very comfortable. My diagnosis & prognosis was explained to me in a precise and clear manner. All staff treated me politely and professionally.�,5
377,Todd Shapiro| MD,�I went to my general doctor who thought I would need surgery to take care of my shoulders which had weakened over time. I did a stint at therapy and he did a cortisone shot. It was ok but did not work. I went back he recommended I go to your practice. Todd analyzed my injury and told me we should try cortisone again and therapy| this time he go the cortisone in the exact location and pain went away of course. I did therapy and strengthened my shoulders and over time my strength has gotten much better| very little pain and no surgery. I am pleased and will continue my exercises daily to keep my shoulder strength up to keep the pain away.�,5
378,Todd Shapiro| MD,�We had a WONDERFUL experience with the healing of 2 broken arms (Both kids broke their right arm 3 weeks apart). I couldn't have asked for better care of my babies. Dr. Shapiro and his assistant Carrie were both extremely caring and made me feel comfortable that their healing process was just as it should be. My daughter's break was pretty bad and the reassurance and detail explanation of how young bodies work to heal made me feel at ease that we would not have problems later down the line. Both casting and X-ray staff made the kids feel comfortable and safe when getting/removing casts and getting images. Thank you to all of the SCOI staff for such wonderful care.�,5
379,David M. Auerbach| MD,�Had my thumb operated on and from the first visit to the last the doctor & his staff were very professional| friendly & to the point of taking care of me. I wouldn't go anywhere else.�,5
380,Michael S. Bahk| MD,�I had meniscus repair and ACL revision/replacement surgery on my right knee. From beginning to end Dr. Bahk and the staff--from intake to nurses to the anesthesiologist team--were| and continue to be| exceptional in terms of communication| courtesy| and professionalism. The results have been phenomenal; I literally had no need for pain medication afterwards. I was off crutches in 6 days and 9 days after surgery I was using a stationary bike and an elliptical machine. At this writing| I'm exactly 4 weeks post-surgery. I walk without a limp| have nearly full flexion| I'm back to swimming 3x a week| gym 3x a week| and handling the outdoor ranch chores. I couldn't be happier with the results of this surgery. I unhesitatingly recommend SCOI to anyone I speak with who's looking into orthopedic issues. This group really has their act together.�,5
381,Jaime D. Hernandez| MD,�My surgery experience and recovery process for my TKR were better than I expected. I had great results and I will refer Dr. Hernandez to others as well as come to him when it's time for my other knee.�,5
382,Steven A. Schopler| MD,�Amazing. I have had issues walking for years. I was told by two doctors I had Progressive MS. I have been to 5 back doctors who wanted to give me a shot in my spine for the pain they said I had| but I didn't but mildly after standing too long. All of them went by MRI's. Dr. Schopler| before my first appointment with him| took an X-ray of my spine| standing up| the first one ever| and there it was one disk way out of line and another less so. Dr. Schopler is my hero| his diagnosis made so much sense| having been a dressage rider for years| and I have hope now I will not spend the rest of my life disintegrating into a bedridden pile of bones. THANK YOU DR. SCHOPLER!!�,5
383,Richard J. Spelts| DO| FAAFP,�Dr. Spelts is a very experienced and caring physician. I saw him for arthritis in my right hip and he sent me for physical therapy with cortisone administered by a patch. After several physical therapy visits the hip pain has almost completely subsided. My other issue was pain in my right shoulder after a fall two years prior. I had seen a physician and a chiropractor| all to no avail. After Dr. Spelts examined my shoulder he felt I had a torn rotator cuff| but it was necessary to have confirmation by an MRI. He ordered the MRI and sure enough| he was correct| in that I had a large complete tear. He referred me to Dr. Michael Bahk in their group| a shoulder specialist. I underwent surgery six weeks ago and I continue to improve. Because of these wonderful physicians| I am now on the road to recovery. I can't thank them enough. I would highly recommend SCOI to anyone with an orthopedic problem. Their offices are extremely efficient and well run. This experience was beyond expectation.�,5
384,A. Elizabeth Bloz�| MD,�It was over 14 years ago that I first received treatment from Dr. Bloz� for my spinal stenosis and she was been great. I still haven't required surgery! Other SCOI experiences include total knee replacements done by Dr. Marc Friedman 6.5 years ago that have been wonderful and elbow treatment by Dr. Lynch. Until my knees required replacement| Dr. Karzel provided excellent treatment. Dr. Karzel recommended Dr. Friedman so I also thank him for that.�,5
385,Mark H. Getelman| MD,�I saw Stacey the nurse practitioner. I usually do not think much of NP| but Stacey was amazing... she knew exactly what to do| took 55 cc out of my knee| and gave me a shot of Triamcinolone using an ultrasound machine...and it was like a miracle... I had a new knee. She was efficient| knowledgeable| caring| I was most impressed with her...and so was a friend that came with me! I have now moved to Reno| NV| but am toying with the idea of coming all the way back to CA in June to see her and get another shot.�,5
386,Jaime D. Hernandez| MD,�I am a 44-year-old with bad hips. I used to jog several miles a week for exercise and to clear my mind. A few years ago| I started experiencing pain in my hips. I thought maybe I was overdoing my running. But I continued to run| just not as far. Last year is when I realized I had enough of the pain. I saw 4 different doctors. I was given shots and had taken medication but was still in pain. I was told I was too young for hip replacements. Finally| I went to SCOI. I saw Dr. Gazmarian first then he sent me to Dr. Hernandez. SCOI staff are on top of everything! I had my surgery set up in 2 weeks. It went very well. Dr. Hernandez checks in with me to make sure I'm doing ok. The care and professionalism is top notch. I am so glad I have been in Dr. Hernandez and his staff's care. Dr. Hernandez is amazing! Thank you so much for giving me my life back!�,5
387,A. Elizabeth Bloz�| MD,�Dr. Bloz� was very encouraging and supportive. At first| it appeared that I would need surgery for my stenosis. Upon Dr. Bloz� suggestion| I had a nerve test and she said the results showed that I wouuld benefit greatly from an epidural. At this point| I have had two epidural's and am feeling 100% better.�,5
388,Mark H. Getelman| MD,�Mark's the best ... 13 years after ACL surgery still going strong ... running| swimming| biking ... :)�,1
389,Jonathan S. Jaivin| MD| FACS,�I came to know SCOI as a result of a reconstruction surgery my son had on his shoulder. I was so impressed with the results and care that when my feet started giving me fits| I researched a doctor at SCOI. Dr. Jaivin was the only one that just worked on feet so I figured he has to be the best for me. I was not wrong. My first experience was when Dr. Jaivin operated on both feet for Tarsal Tunnel. My experience was amazing. I had no post-operation pain. Prior to the operation| I was a virtually crippled. With this operation| both feet are pain-free from this issue.�,5
390,Mark H. Getelman| MD,�I tore my ACL during a training for my job. I was referred to the Southern California Orthopedic Institute by my Workers Compensation adjuster for treatment. Upon entering the Thousand Oaks office| I knew immediately that I was going to be taken care of very well. The office ambience exudes a professional and welcoming atmosphere. Reception staff were courteous| professional| and concerned with my privacy. My wait in the lobby was minimal and the Nurse/Tech who came to get me was thorough in confirming the problems I was experiencing and what to expect during this visit. Everything was explained to me| step by step| and they asked if I had any questions or concerns. Doctor Getelman entered the examination room after a brief wait| introduced himself and confirmed my complaints. He then proceeded with a very thorough examination| ordered X-Rays (onsite)| then ordered an MRI to confirm my torn ACL. Treatments & Prognosis were discussed| then we proceeded with the agreed upon treatment and Physical Therapy. With the suggestions and follow through treatments| I am much better off than I was when I was injured. Too bad I couldn't give you 6 stars.�,5
391,Carlos A. Guanche| MD,�I went to see Dr. Guanche for my hip| since day one till the day of my surgery| Dr. Guanche and his staff where great and friendly. My over all experience was great| post surgery my hip feels good hardly any pain and I have a lot of confidence in the work that Dr. Guanche and his staff did. Thanks again for everything.�,5
392,A. Elizabeth Bloz�| MD,�Dr. Bloz� was very encouraging and supportive. At first| it appeared that I would need surgery for my stenosis. Upon Dr. Bloz� suggestion| I had a nerve test and she said the results showed that I wouuld benefit greatly from an epidural. At this point| I have had two epidural's and am feeling 100% better.�,5
393,Mark H. Getelman| MD,�Mark's the best ... 13 years after ACL surgery still going strong ... running| swimming| biking ... :)�,4
